,year,month,nightly_price,occupancy_rate
19363274,2019,11,79.0,0.1
19363274,2019,12,79.0,0.0
19363274,2020,1,79.0,0.9032258064516128
19363274,2020,2,80.0,0.4482758620689655
19363274,2020,3,80.0,0.0967741935483871
19363274,2020,4,79.0,0.0
19363274,2020,5,79.0,0.7096774193548387
19363274,2020,6,84.0,0.93
19363274,2020,7,84.0,0.71
19363274,2020,8,86.0,0.1
19363274,2020,9,84.0,0.8
19363274,2020,10,85.0,0.84
19363274,2020,11,86.0,0.73
19363274,2020,12,91.0,0.55
19363274,2021,1,86.0,0.71
19363274,2021,2,87.0,0.79
19363274,2021,3,84.0,0.81
19363274,2021,4,85.0,0.73
19363274,2021,5,84.0,0.9
19625040,2018,1,160.0,0.1290322580645161
19625040,2018,2,160.0,0.0
19625040,2018,3,170.0,0.5806451612903226
19625040,2018,4,173.0,0.2333333333333333
19625040,2018,5,150.0,0.4516129032258064
19625040,2018,6,160.0,0.2666666666666666
19625040,2018,7,180.0,0.1290322580645161
19625040,2018,8,180.0,0.967741935483871
19625040,2018,9,180.0,1.0
19625040,2018,10,182.0,0.8709677419354839
19625040,2018,11,149.0,0.2
19625040,2018,12,130.0,0.0967741935483871
19625040,2019,1,225.0,0.032258064516129
19625040,2019,2,225.0,0.0
19625040,2019,3,185.0,0.6129032258064516
19625040,2019,4,185.0,0.2
19625040,2019,5,189.0,0.0967741935483871
19625040,2019,6,200.0,0.1
19625040,2019,7,200.0,0.0
19625040,2019,8,200.0,0.0967741935483871
19625040,2019,9,200.0,0.0
19625040,2019,10,200.0,0.0
19625040,2019,11,279.0,0.5333333333333333
19625040,2019,12,279.0,0.967741935483871
19625040,2020,1,315.0,1.0
19625040,2020,2,315.0,0.6551724137931034
19625040,2020,3,300.0,0.7741935483870968
19625040,2020,4,300.0,0.6
19625040,2020,5,300.0,0.9032258064516128
19625040,2020,6,300.0,1.0
19625040,2020,7,300.0,1.0
19625040,2020,8,300.0,0.0
19625040,2020,9,300.0,0.63
19625040,2020,10,300.0,0.52
19625040,2020,11,400.0,0.6
19625040,2020,12,400.0,0.58
19625040,2021,1,350.0,0.61
19625040,2021,2,260.0,0.82
19625040,2021,3,260.0,0.94
19625040,2021,4,260.0,0.53
19625040,2021,5,325.0,0.48
19949154,2018,1,141.0,0.1612903225806451
19949154,2018,2,175.0,0.0
19949154,2018,3,161.0,0.8387096774193549
19949154,2018,4,176.0,0.1
19949154,2018,5,118.0,0.8387096774193549
19949154,2018,6,124.0,0.7
19949154,2018,7,118.0,0.967741935483871
19949154,2018,8,99.0,0.967741935483871
19949154,2018,9,112.0,0.9
19949154,2018,10,126.0,0.8709677419354839
19949154,2018,11,131.0,0.9666666666666668
19949154,2018,12,113.0,0.7096774193548387
19949154,2019,1,115.0,0.8387096774193549
19949154,2019,2,92.0,0.8214285714285714
19949154,2019,3,113.0,0.967741935483871
19949154,2019,4,112.0,0.8666666666666667
19949154,2019,5,122.0,0.935483870967742
19949154,2019,6,107.0,0.7666666666666667
19949154,2019,7,113.0,0.8387096774193549
19949154,2019,8,102.0,0.8387096774193549
19949154,2019,9,125.0,0.6
19949154,2019,10,133.0,0.8064516129032258
19949154,2019,11,88.0,0.8
19949154,2019,12,101.0,0.3548387096774194
19949154,2020,1,113.0,0.7419354838709677
19949154,2020,2,121.0,0.6896551724137931
19949154,2020,3,87.0,0.2903225806451613
19949154,2020,4,111.0,0.5666666666666667
19949154,2020,5,115.0,0.967741935483871
19949154,2020,6,109.0,0.93
19949154,2020,7,104.0,1.0
19949154,2020,8,458.0,1.0
19949154,2020,9,429.0,0.97
19949154,2020,10,103.0,0.48
19949154,2020,11,402.0,0.83
19949154,2020,12,274.0,0.68
19949154,2021,1,426.0,0.94
19949154,2021,2,401.0,0.75
19949154,2021,3,272.0,0.48
19949154,2021,4,135.0,0.13
19949154,2021,5,450.0,0.74
19949801,2018,1,156.0,0.0
19949801,2018,2,253.0,0.0714285714285714
19949801,2018,3,145.0,0.5161290322580645
19949801,2018,4,162.0,0.1
19949801,2018,5,121.0,0.8709677419354839
19949801,2018,6,130.0,0.9666666666666668
19949801,2018,7,126.0,1.0
19949801,2018,8,103.0,0.967741935483871
19949801,2018,9,115.0,0.7
19949801,2018,10,133.0,0.8387096774193549
19949801,2018,11,136.0,0.8666666666666667
19949801,2018,12,111.0,0.5161290322580645
19949801,2019,1,97.0,0.1612903225806451
19949801,2019,2,90.0,0.6785714285714286
19949801,2019,3,108.0,0.7096774193548387
19949801,2019,4,98.0,0.6333333333333333
19949801,2019,5,151.0,0.4193548387096774
19949801,2019,6,106.0,0.9666666666666668
19949801,2019,7,126.0,1.0
19949801,2019,8,94.0,0.7741935483870968
19949801,2019,9,104.0,0.6
19949801,2019,10,116.0,0.7741935483870968
19949801,2019,11,85.0,0.7
19949801,2019,12,110.0,0.2580645161290322
19949801,2020,1,114.0,0.7096774193548387
19949801,2020,2,119.0,0.6896551724137931
19949801,2020,3,89.0,0.4838709677419355
19949801,2020,4,93.0,0.6666666666666666
19949801,2020,5,111.0,1.0
19949801,2020,6,109.0,1.0
19949801,2020,7,103.0,1.0
19949801,2020,8,412.0,0.97
19949801,2020,9,369.0,0.83
19949801,2020,10,484.0,0.87
19949801,2020,11,426.0,0.73
19949801,2020,12,90.0,0.45
19949801,2021,1,402.0,1.0
19949801,2021,2,405.0,0.93
19949801,2021,3,230.0,0.61
19949801,2021,4,202.0,0.57
19949801,2021,5,347.0,0.71
20057079,2018,1,63.0,0.064516129032258
20057079,2018,2,70.0,0.2857142857142857
20057079,2018,3,76.0,0.8387096774193549
20057079,2018,4,80.0,0.5
20057079,2018,5,76.0,0.9032258064516128
20057079,2018,6,78.0,0.8333333333333334
20057079,2018,7,79.0,0.6451612903225806
20057079,2018,8,76.0,0.8064516129032258
20057079,2018,9,82.0,0.2333333333333333
20057079,2018,10,79.0,0.6451612903225806
20057079,2018,11,51.0,0.7
20057079,2018,12,52.0,0.3870967741935484
20057079,2019,1,71.0,0.6129032258064516
20057079,2019,2,77.0,0.8571428571428571
20057079,2019,3,77.0,0.8387096774193549
20057079,2019,4,75.0,0.8666666666666667
20057079,2019,5,76.0,0.8064516129032258
20057079,2019,6,77.0,0.9
20057079,2019,7,73.0,0.6774193548387096
20057079,2019,8,75.0,0.5161290322580645
20057079,2019,9,78.0,0.4666666666666667
20057079,2019,10,75.0,0.6774193548387096
20057079,2019,11,72.0,0.8
20057079,2019,12,75.0,0.3225806451612903
20057079,2020,1,73.0,0.6451612903225806
20057079,2020,2,72.0,0.6896551724137931
20057079,2020,3,70.0,0.5161290322580645
20057079,2020,4,46.0,0.6
20057079,2020,5,48.0,0.0
20057079,2020,6,74.0,0.23
20057079,2020,7,76.0,0.0
20057079,2020,8,71.0,0.74
20057079,2020,9,76.0,0.53
20057079,2020,10,76.0,0.0
20057079,2020,11,72.0,0.8
20057079,2020,12,77.0,0.23
20057079,2021,1,80.0,0.52
20057079,2021,2,74.0,0.89
20057079,2021,3,81.0,0.74
20057079,2021,4,75.0,0.77
20057079,2021,5,77.0,0.87
20300902,2018,1,54.0,0.7741935483870968
20300902,2018,2,75.0,0.0
20300902,2018,3,72.0,1.0
20300902,2018,4,75.0,0.6
20300902,2018,5,76.0,0.9032258064516128
20300902,2018,6,78.0,1.0
20300902,2018,7,77.0,1.0
20300902,2018,8,75.0,0.9032258064516128
20300902,2018,9,83.0,0.4666666666666667
20300902,2018,10,76.0,0.8387096774193549
20300902,2018,11,77.0,0.8666666666666667
20300902,2018,12,58.0,0.8709677419354839
20300902,2019,1,76.0,0.7419354838709677
20300902,2019,2,73.0,0.9642857142857144
20300902,2019,3,75.0,0.8709677419354839
20300902,2019,4,73.0,0.9333333333333332
20300902,2019,5,74.0,0.8709677419354839
20300902,2019,6,72.0,0.9333333333333332
20300902,2019,7,74.0,0.967741935483871
20300902,2019,8,75.0,0.7741935483870968
20300902,2019,9,71.0,0.8666666666666667
20300902,2019,10,75.0,0.8387096774193549
20300902,2019,11,76.0,0.9
20300902,2019,12,84.0,0.2258064516129032
20300902,2020,1,71.0,0.6774193548387096
20300902,2020,2,67.0,0.7931034482758621
20300902,2020,3,59.0,0.6774193548387096
20300902,2020,4,48.0,0.8333333333333334
20300902,2020,5,58.0,0.6451612903225806
20300902,2020,6,72.0,0.9
20300902,2020,7,71.0,0.32
20300902,2020,8,73.0,0.71
20300902,2020,9,75.0,0.63
20300902,2020,10,80.0,0.26
20300902,2020,11,69.0,0.8
20300902,2020,12,77.0,0.16
20300902,2021,2,73.0,0.82
20300902,2021,3,79.0,0.65
20300902,2021,4,78.0,0.73
20300902,2021,5,78.0,0.81
20300902,2021,1,77.0,0.74
20521934,2018,1,187.0,0.2580645161290322
20521934,2018,2,218.0,0.1428571428571428
20521934,2018,3,196.0,0.7419354838709677
20521934,2018,4,217.0,0.7333333333333333
20521934,2018,5,180.0,0.8709677419354839
20521934,2018,6,178.0,0.8666666666666667
20521934,2018,7,144.0,0.7741935483870968
20521934,2018,8,118.0,0.6774193548387096
20521934,2018,9,131.0,0.9333333333333332
20521934,2018,10,161.0,0.935483870967742
20521934,2018,11,173.0,0.6666666666666666
20521934,2018,12,135.0,0.2903225806451613
20521934,2019,1,135.0,0.5806451612903226
20521934,2019,2,111.0,0.7142857142857143
20521934,2019,3,142.0,0.8709677419354839
20521934,2019,4,141.0,0.6333333333333333
20521934,2019,5,193.0,0.5161290322580645
20521934,2019,6,146.0,0.4333333333333333
20521934,2019,7,157.0,0.6129032258064516
20521934,2019,8,151.0,0.1612903225806451
20521934,2019,9,146.0,0.5333333333333333
20521934,2019,10,169.0,0.7741935483870968
20521934,2019,11,126.0,0.6666666666666666
20521934,2019,12,194.0,0.2258064516129032
20521934,2020,1,218.0,0.3870967741935484
20521934,2020,2,212.0,0.4482758620689655
20521934,2020,3,98.0,0.3870967741935484
20521934,2020,4,56.0,0.3
20521934,2020,5,67.0,0.8387096774193549
20521934,2020,12,109.0,0.19
20521934,2020,6,51.0,0.93
20521934,2020,7,55.0,0.94
20521934,2020,8,77.0,0.58
20521934,2020,9,316.0,0.73
20521934,2020,10,159.0,0.06
20521934,2020,11,361.0,0.67
20521934,2021,1,396.0,0.9
20521934,2021,2,423.0,0.75
20521934,2021,3,153.0,0.1
20521934,2021,4,475.0,0.43
20521934,2021,5,397.0,0.74
20605081,2018,1,44.0,0.4516129032258064
20605081,2018,2,41.0,0.0
20605081,2018,3,52.0,0.7419354838709677
20605081,2018,4,54.0,0.5666666666666667
20605081,2018,5,53.0,0.8709677419354839
20605081,2018,6,56.0,0.7
20605081,2018,7,64.0,0.0
20605081,2018,8,64.0,0.8387096774193549
20605081,2018,9,65.0,0.7666666666666667
20605081,2018,10,67.0,0.2903225806451613
20605081,2018,11,70.0,0.8333333333333334
20605081,2018,12,61.0,0.1612903225806451
20605081,2019,1,63.0,0.2903225806451613
20605081,2019,2,57.0,0.7142857142857143
20605081,2019,3,50.0,0.967741935483871
20605081,2019,4,51.0,0.9666666666666668
20605081,2019,5,52.0,0.9032258064516128
20605081,2019,6,51.0,1.0
20605081,2019,7,52.0,0.967741935483871
20605081,2019,8,50.0,0.6774193548387096
20605081,2019,9,51.0,0.7
20605081,2019,10,53.0,0.3225806451612903
20605081,2019,11,50.0,0.8333333333333334
20605081,2019,12,51.0,0.5806451612903226
20605081,2020,1,50.0,0.6774193548387096
20605081,2020,2,51.0,0.6206896551724138
20605081,2020,3,49.0,0.032258064516129
20605081,2020,4,49.0,0.7666666666666667
20605081,2020,5,51.0,1.0
20605081,2020,6,51.0,1.0
20605081,2020,7,51.0,1.0
20605081,2020,8,51.0,1.0
20605081,2020,9,51.0,1.0
20605081,2020,10,51.0,1.0
20605081,2020,11,51.0,1.0
20605081,2020,12,51.0,1.0
20605081,2021,1,0.0,0.0
20605081,2021,2,0.0,0.0
20605081,2021,3,79.0,1.0
20605081,2021,4,80.0,0.67
20605081,2021,5,75.0,1.0
21038506,2018,1,112.0,0.0
21038506,2018,2,120.0,0.0
21038506,2018,3,105.0,0.8709677419354839
21038506,2018,4,131.0,0.2
21038506,2018,5,108.0,0.7096774193548387
21038506,2018,6,118.0,0.7
21038506,2018,7,99.0,0.5806451612903226
21038506,2018,8,102.0,0.5483870967741935
21038506,2018,9,110.0,0.6333333333333333
21038506,2018,10,106.0,0.5806451612903226
21038506,2018,11,92.0,0.7333333333333333
21038506,2018,12,141.0,0.0
21038506,2019,1,76.0,0.2258064516129032
21038506,2019,2,103.0,0.7857142857142857
21038506,2019,3,96.0,0.8709677419354839
21038506,2019,4,96.0,0.9666666666666668
21038506,2019,5,99.0,0.6774193548387096
21038506,2019,6,102.0,0.9
21038506,2019,7,98.0,0.5806451612903226
21038506,2019,8,83.0,0.5161290322580645
21038506,2019,9,97.0,0.7333333333333333
21038506,2019,10,107.0,0.6129032258064516
21038506,2019,11,88.0,0.7333333333333333
21038506,2019,12,117.0,0.0
21038506,2020,1,91.0,0.7741935483870968
21038506,2020,2,104.0,0.7241379310344828
21038506,2020,3,88.0,0.5806451612903226
21038506,2020,4,74.0,0.5
21038506,2020,5,101.0,0.935483870967742
21038506,2020,6,99.0,0.93
21038506,2020,7,92.0,0.32
21038506,2020,8,103.0,0.77
21038506,2020,9,103.0,0.7
21038506,2020,10,117.0,0.0
21038506,2020,11,155.0,0.0
21038506,2020,12,155.0,0.0
21038506,2021,1,0.0,0.0
21038506,2021,2,151.0,0.86
21038506,2021,3,177.0,0.1
21038506,2021,4,112.0,1.0
21038506,2021,5,109.0,0.9
21095352,2018,1,112.0,0.0
21095352,2018,2,183.0,0.0
21095352,2018,3,97.0,0.935483870967742
21095352,2018,4,96.0,0.4
21095352,2018,5,103.0,0.8387096774193549
21095352,2018,6,94.0,0.4333333333333333
21095352,2018,7,123.0,0.1612903225806451
21095352,2018,8,98.0,0.4838709677419355
21095352,2018,9,111.0,0.2666666666666666
21095352,2018,10,132.0,0.1935483870967742
21095352,2018,11,90.0,0.6
21095352,2018,12,139.0,0.0
21095352,2019,1,85.0,0.0967741935483871
21095352,2019,2,92.0,0.5714285714285714
21095352,2019,3,99.0,0.8387096774193549
21095352,2019,4,88.0,0.6666666666666666
21095352,2019,5,92.0,0.5483870967741935
21095352,2019,6,89.0,0.6
21095352,2019,7,79.0,0.4838709677419355
21095352,2019,8,86.0,0.1612903225806451
21095352,2019,9,96.0,0.6
21095352,2019,10,97.0,0.6129032258064516
21095352,2019,11,94.0,0.6333333333333333
21095352,2019,12,132.0,0.0
21095352,2020,1,79.0,0.3548387096774194
21095352,2020,2,97.0,1.0
21095352,2020,3,93.0,0.5806451612903226
21095352,2020,4,101.0,0.0
21095352,2020,5,115.0,0.8064516129032258
21095352,2020,6,96.0,0.9
21095352,2020,7,94.0,0.35
21095352,2020,8,94.0,0.61
21095352,2020,9,94.0,0.7
21095352,2020,10,111.0,0.52
21095352,2020,11,139.0,0.0
21095352,2020,12,140.0,0.0
21095352,2021,1,0.0,0.0
21095352,2021,2,88.0,0.75
21095352,2021,3,95.0,0.29
21095352,2021,4,150.0,0.0
21095352,2021,5,103.0,0.9
21189192,2018,1,74.0,0.5161290322580645
21189192,2018,2,76.0,0.2142857142857142
21189192,2018,3,57.0,0.967741935483871
21189192,2018,4,61.0,0.8333333333333334
21189192,2018,5,78.0,0.935483870967742
21189192,2018,6,80.0,0.7333333333333333
21189192,2018,7,74.0,0.7741935483870968
21189192,2018,8,74.0,0.9032258064516128
21189192,2018,9,82.0,0.3666666666666666
21189192,2018,10,77.0,0.5483870967741935
21189192,2018,11,71.0,0.8666666666666667
21189192,2018,12,80.0,0.3225806451612903
21189192,2019,1,65.0,0.1612903225806451
21189192,2019,2,71.0,0.6785714285714286
21189192,2019,3,70.0,0.8387096774193549
21189192,2019,4,74.0,0.8333333333333334
21189192,2019,5,76.0,0.7419354838709677
21189192,2019,6,72.0,0.9
21189192,2019,7,75.0,0.967741935483871
21189192,2019,8,76.0,0.9032258064516128
21189192,2019,9,80.0,0.2666666666666666
21189192,2019,10,95.0,0.1612903225806451
21189192,2019,11,76.0,0.3333333333333333
21189192,2019,12,71.0,0.0967741935483871
21189192,2020,1,68.0,0.7741935483870968
21189192,2020,2,80.0,0.3448275862068966
21189192,2020,3,56.0,0.7741935483870968
21189192,2020,4,43.0,0.4
21189192,2020,5,58.0,0.2580645161290322
21189192,2020,6,74.0,0.6
21189192,2020,7,72.0,0.29
21189192,2020,8,74.0,0.0
21189192,2020,9,73.0,0.9
21189192,2020,10,78.0,0.35
21189192,2020,11,71.0,0.03
21189192,2020,12,76.0,0.0
21189192,2021,1,74.0,0.61
21189192,2021,2,75.0,0.68
21189192,2021,3,73.0,0.23
21189192,2021,4,85.0,0.07
21189192,2021,5,76.0,0.97
21200523,2018,1,75.0,1.0
21200523,2018,2,75.0,0.2857142857142857
21200523,2018,3,66.0,0.5806451612903226
21200523,2018,4,66.0,0.4
21200523,2018,5,69.0,0.8709677419354839
21200523,2018,6,69.0,0.9666666666666668
21200523,2018,7,77.0,1.0
21200523,2018,8,59.0,0.3870967741935484
21200523,2018,9,65.0,0.3333333333333333
21200523,2018,10,73.0,0.3870967741935484
21200523,2018,11,77.0,0.8333333333333334
21200523,2018,12,73.0,0.4193548387096774
21200523,2019,1,74.0,0.064516129032258
21200523,2019,2,66.0,0.7857142857142857
21200523,2019,3,65.0,0.935483870967742
21200523,2019,4,66.0,1.0
21200523,2019,5,74.0,0.5806451612903226
21200523,2019,6,77.0,0.8
21200523,2019,7,72.0,1.0
21200523,2019,8,69.0,0.8387096774193549
21200523,2019,9,69.0,0.5666666666666667
21200523,2019,10,68.0,0.0
21200523,2019,11,75.0,0.9333333333333332
21200523,2019,12,74.0,0.4838709677419355
21200523,2020,1,84.0,1.0
21200523,2020,2,86.0,0.9310344827586208
21200523,2020,3,85.0,0.4838709677419355
21200523,2020,4,74.0,0.0333333333333333
21200523,2020,5,91.0,0.0
21200523,2020,6,92.0,1.0
21200523,2020,7,92.0,1.0
21200523,2020,8,92.0,1.0
21200523,2020,9,81.0,0.47
21200523,2020,10,77.0,0.0
21200523,2020,11,81.0,0.9
21200523,2020,12,85.0,0.39
21200523,2021,1,85.0,0.94
21200523,2021,2,85.0,0.79
21200523,2021,3,85.0,0.39
21200523,2021,4,85.0,1.0
21200523,2021,5,88.0,1.0
21205834,2018,1,358.0,0.1935483870967742
21205834,2018,2,355.0,0.2142857142857142
21205834,2018,3,365.0,0.5161290322580645
21205834,2018,4,330.0,0.5
21205834,2018,5,301.0,0.4838709677419355
21205834,2018,6,336.0,0.4333333333333333
21205834,2018,7,383.0,0.4838709677419355
21205834,2018,8,358.0,0.3225806451612903
21205834,2018,9,328.0,0.6666666666666666
21205834,2018,10,346.0,0.8064516129032258
21205834,2018,11,310.0,0.5666666666666667
21205834,2018,12,279.0,0.1612903225806451
21205834,2019,1,263.0,0.3870967741935484
21205834,2019,2,290.0,0.3928571428571428
21205834,2019,3,280.0,0.7096774193548387
21205834,2019,4,311.0,0.3
21205834,2019,5,299.0,0.6774193548387096
21205834,2019,6,303.0,0.4
21205834,2019,7,331.0,0.4193548387096774
21205834,2019,8,379.0,0.2580645161290322
21205834,2019,9,458.0,0.7333333333333333
21205834,2019,10,565.0,0.7741935483870968
21205834,2019,11,298.0,0.5
21205834,2019,12,288.0,0.4193548387096774
21205834,2020,1,263.0,0.6774193548387096
21205834,2020,2,263.0,0.5517241379310345
21205834,2020,3,240.0,0.4838709677419355
21205834,2020,4,99.0,0.9666666666666668
21205834,2020,5,164.0,0.935483870967742
21205834,2020,6,275.0,0.63
21205834,2020,7,316.0,0.68
21205834,2020,8,262.0,0.68
21205834,2020,9,261.0,0.4
21205834,2020,10,271.0,0.87
21205834,2020,11,277.0,0.63
21205834,2020,12,310.0,0.68
21205834,2021,1,281.0,0.52
21205834,2021,2,276.0,0.71
21205834,2021,3,293.0,0.68
21205834,2021,4,292.0,0.67
21205834,2021,5,282.0,0.81
21322987,2018,1,56.0,0.2903225806451613
21322987,2018,2,59.0,0.0714285714285714
21322987,2018,3,62.0,0.8709677419354839
21322987,2018,4,61.0,0.6666666666666666
21322987,2018,5,65.0,0.935483870967742
21322987,2018,6,66.0,0.8333333333333334
21322987,2018,7,68.0,0.8387096774193549
21322987,2018,8,66.0,0.8064516129032258
21322987,2018,9,67.0,0.5666666666666667
21322987,2018,10,66.0,0.5806451612903226
21322987,2018,11,64.0,0.9666666666666668
21322987,2018,12,65.0,0.5161290322580645
21322987,2019,1,63.0,0.3870967741935484
21322987,2019,2,68.0,0.8214285714285714
21322987,2019,3,69.0,0.935483870967742
21322987,2019,4,64.0,0.7666666666666667
21322987,2019,5,74.0,0.8387096774193549
21322987,2019,6,78.0,0.9
21322987,2019,7,72.0,0.6774193548387096
21322987,2019,8,79.0,0.6129032258064516
21322987,2019,9,69.0,0.7
21322987,2019,10,72.0,0.6129032258064516
21322987,2019,11,69.0,0.8
21322987,2019,12,76.0,0.4516129032258064
21322987,2020,1,72.0,0.5806451612903226
21322987,2020,2,80.0,0.7931034482758621
21322987,2020,3,73.0,0.4516129032258064
21322987,2020,4,53.0,0.6333333333333333
21322987,2020,5,53.0,0.967741935483871
21322987,2020,6,74.0,0.87
21322987,2020,7,68.0,0.71
21322987,2020,8,68.0,0.81
21322987,2020,9,64.0,0.83
21322987,2020,10,67.0,0.65
21322987,2020,11,64.0,0.87
21322987,2020,12,69.0,0.26
21322987,2021,1,68.0,0.42
21322987,2021,2,63.0,0.79
21322987,2021,3,65.0,0.87
21322987,2021,4,68.0,1.0
21322987,2021,5,208.0,0.77
21395960,2018,1,140.0,0.3548387096774194
21395960,2018,2,173.0,0.2142857142857142
21395960,2018,3,197.0,0.6129032258064516
21395960,2018,4,176.0,0.6666666666666666
21395960,2018,5,192.0,0.8387096774193549
21395960,2018,6,195.0,0.7
21395960,2018,7,157.0,0.6129032258064516
21395960,2018,8,134.0,0.7741935483870968
21395960,2018,9,136.0,0.9333333333333332
21395960,2018,10,153.0,0.967741935483871
21395960,2018,11,167.0,0.8666666666666667
21395960,2018,12,141.0,0.6451612903225806
21395960,2019,1,149.0,0.5161290322580645
21395960,2019,2,116.0,0.6785714285714286
21395960,2019,3,141.0,0.8387096774193549
21395960,2019,4,136.0,0.8666666666666667
21395960,2019,5,181.0,0.7419354838709677
21395960,2019,6,141.0,0.7666666666666667
21395960,2019,7,147.0,0.6774193548387096
21395960,2019,8,123.0,0.7741935483870968
21395960,2019,9,135.0,0.7666666666666667
21395960,2019,10,182.0,0.6774193548387096
21395960,2019,11,139.0,0.7666666666666667
21395960,2019,12,180.0,0.1612903225806451
21395960,2020,1,209.0,0.6774193548387096
21395960,2020,2,228.0,0.6551724137931034
21395960,2020,3,96.0,0.4193548387096774
21395960,2020,4,92.0,0.6
21395960,2020,5,115.0,1.0
21395960,2020,6,101.0,1.0
21395960,2020,7,97.0,0.94
21395960,2020,8,411.0,0.94
21395960,2020,9,423.0,0.87
21395960,2020,10,170.0,0.68
21395960,2020,11,397.0,0.87
21395960,2020,12,98.0,0.48
21395960,2021,1,310.0,0.84
21395960,2021,2,397.0,1.0
21395960,2021,3,267.0,0.97
21395960,2021,4,222.0,0.63
21395960,2021,5,337.0,0.71
21396270,2018,1,113.0,0.2580645161290322
21396270,2018,2,128.0,0.0714285714285714
21396270,2018,3,138.0,0.7096774193548387
21396270,2018,4,149.0,0.3333333333333333
21396270,2018,5,120.0,0.6129032258064516
21396270,2018,6,134.0,0.6333333333333333
21396270,2018,7,116.0,0.6129032258064516
21396270,2018,8,111.0,0.8064516129032258
21396270,2018,9,105.0,0.8333333333333334
21396270,2018,10,129.0,1.0
21396270,2018,11,135.0,0.8666666666666667
21396270,2018,12,104.0,0.064516129032258
21396270,2019,1,113.0,0.6129032258064516
21396270,2019,2,95.0,0.6785714285714286
21396270,2019,3,111.0,0.9032258064516128
21396270,2019,4,102.0,0.7666666666666667
21396270,2019,5,132.0,0.4838709677419355
21396270,2019,6,103.0,0.7333333333333333
21396270,2019,7,99.0,0.6129032258064516
21396270,2019,8,88.0,0.7096774193548387
21396270,2019,9,92.0,0.9333333333333332
21396270,2019,10,125.0,0.5483870967741935
21396270,2019,11,85.0,0.9
21396270,2019,12,104.0,0.2580645161290322
21396270,2020,1,119.0,0.6129032258064516
21396270,2020,2,138.0,0.6206896551724138
21396270,2020,3,99.0,0.7741935483870968
21396270,2020,4,55.0,0.4666666666666667
21396270,2020,5,64.0,1.0
21396270,2020,6,64.0,1.0
21396270,2020,7,54.0,1.0
21396270,2020,8,69.0,0.55
21396270,2020,9,286.0,0.9
21396270,2020,10,74.0,0.06
21396270,2020,11,406.0,0.7
21396270,2020,12,242.0,0.84
21396270,2021,1,455.0,0.94
21396270,2021,2,405.0,0.93
21396270,2021,3,118.0,0.32
21396270,2021,4,152.0,0.0
21396270,2021,5,410.0,0.55
21538453,2018,1,55.0,0.6774193548387096
21538453,2018,2,56.0,0.4285714285714285
21538453,2018,3,54.0,0.967741935483871
21538453,2018,4,56.0,0.8333333333333334
21538453,2018,5,57.0,0.935483870967742
21538453,2018,6,60.0,1.0
21538453,2018,7,65.0,0.967741935483871
21538453,2018,8,49.0,1.0
21538453,2018,9,48.0,1.0
21538453,2018,10,51.0,1.0
21538453,2018,11,68.0,1.0
21538453,2018,12,69.0,1.0
21538453,2019,1,59.0,0.9032258064516128
21538453,2019,2,78.0,0.8571428571428571
21538453,2019,3,79.0,0.935483870967742
21538453,2019,4,80.0,0.9
21538453,2019,5,80.0,0.8709677419354839
21538453,2019,6,84.0,0.8666666666666667
21538453,2019,7,81.0,0.967741935483871
21538453,2019,8,89.0,0.935483870967742
21538453,2019,9,91.0,0.9
21538453,2019,10,103.0,0.6129032258064516
21538453,2019,11,95.0,0.6666666666666666
21538453,2019,12,89.0,0.3548387096774194
21538453,2020,1,108.0,0.6774193548387096
21538453,2020,2,114.0,0.896551724137931
21538453,2020,3,111.0,0.8064516129032258
21538453,2020,4,120.0,1.0
21538453,2020,5,119.0,1.0
21538453,2020,6,119.0,1.0
21538453,2020,7,129.0,1.0
21538453,2020,8,140.0,1.0
21538453,2020,9,140.0,1.0
21538453,2020,10,141.0,0.74
21538453,2020,11,141.0,0.67
21538453,2020,12,141.0,0.55
21538453,2021,1,141.0,0.42
21538453,2021,2,140.0,0.61
21538453,2021,3,141.0,0.65
21538453,2021,4,140.0,0.17
21538453,2021,5,143.0,0.71
21568347,2018,1,204.0,0.3548387096774194
21568347,2018,2,264.0,0.1428571428571428
21568347,2018,3,182.0,0.9032258064516128
21568347,2018,4,220.0,0.6
21568347,2018,5,202.0,0.8709677419354839
21568347,2018,6,237.0,0.7666666666666667
21568347,2018,7,239.0,0.7419354838709677
21568347,2018,8,188.0,0.967741935483871
21568347,2018,9,290.0,0.5666666666666667
21568347,2018,10,268.0,0.7419354838709677
21568347,2018,11,218.0,0.8666666666666667
21568347,2018,12,213.0,0.7419354838709677
21568347,2019,1,220.0,0.6129032258064516
21568347,2019,2,198.0,0.75
21568347,2019,3,250.0,0.7741935483870968
21568347,2019,4,209.0,0.7666666666666667
21568347,2019,5,251.0,0.8387096774193549
21568347,2019,6,234.0,0.9666666666666668
21568347,2019,7,248.0,0.8064516129032258
21568347,2019,8,245.0,0.0
21568347,2019,9,195.0,0.7666666666666667
21568347,2019,10,191.0,0.935483870967742
21568347,2019,11,229.0,1.0
21568347,2019,12,219.0,0.7096774193548387
21568347,2020,1,234.0,1.0
21568347,2020,2,251.0,1.0
21568347,2020,3,215.0,0.4838709677419355
21568347,2020,4,107.0,0.7
21568347,2020,5,187.0,1.0
21568347,2020,6,187.0,0.8
21568347,2020,7,200.0,0.55
21568347,2020,8,256.0,0.0
21568347,2020,9,343.0,0.87
21568347,2020,10,214.0,0.94
