,year,month,nightly_price,occupancy_rate
21568347,2020,11,198.0,0.87
21568347,2020,12,168.0,0.42
21568347,2021,1,0.0,0.0
21568347,2021,2,202.0,0.93
21568347,2021,3,447.0,0.32
21568347,2021,4,222.0,0.07
21568347,2021,5,288.0,0.81
21945471,2018,1,150.0,0.935483870967742
21945471,2018,2,150.0,0.8571428571428571
21945471,2018,3,240.0,0.935483870967742
21945471,2018,4,246.0,0.7666666666666667
21945471,2018,5,244.0,0.8709677419354839
21945471,2018,6,255.0,0.9
21945471,2018,7,249.0,0.8387096774193549
21945471,2018,8,269.0,0.9032258064516128
21945471,2018,9,299.0,0.3666666666666666
21945471,2018,10,191.0,0.7419354838709677
21945471,2018,11,254.0,0.6
21945471,2018,12,299.0,0.4193548387096774
21945471,2019,1,270.0,0.2903225806451613
21945471,2019,2,289.0,0.6071428571428571
21945471,2019,3,255.0,0.6774193548387096
21945471,2019,4,299.0,0.6
21945471,2019,5,292.0,0.6451612903225806
21945471,2019,6,299.0,0.7
21945471,2019,7,299.0,0.5161290322580645
21945471,2019,8,299.0,0.5483870967741935
21945471,2019,9,299.0,0.9333333333333332
21945471,2019,10,313.0,0.4516129032258064
21945471,2019,11,299.0,0.2333333333333333
21945471,2019,12,299.0,0.0
21945471,2020,1,221.0,0.1935483870967742
21945471,2020,2,295.0,0.0
21945471,2020,3,299.0,0.0
21945471,2020,4,299.0,0.0
21945471,2020,5,317.0,0.7741935483870968
21945471,2020,6,319.0,0.5
21945471,2020,7,321.0,0.94
21945471,2020,8,340.0,1.0
21945471,2020,9,340.0,0.77
21945471,2020,10,349.0,1.0
21945471,2020,11,349.0,1.0
21945471,2020,12,230.0,0.06
21945471,2021,1,0.0,0.0
21945471,2021,2,349.0,0.79
21945471,2021,3,349.0,0.0
21945471,2021,4,349.0,0.0
21945471,2021,5,359.0,0.9
22286004,2018,1,90.0,0.1290322580645161
22286004,2018,2,121.0,0.0
22286004,2018,3,102.0,0.5806451612903226
22286004,2018,4,90.0,0.6
22286004,2018,5,79.0,0.935483870967742
22286004,2018,6,97.0,0.8666666666666667
22286004,2018,7,111.0,0.7419354838709677
22286004,2018,8,103.0,0.7419354838709677
22286004,2018,9,100.0,0.7
22286004,2018,10,106.0,0.7419354838709677
22286004,2018,11,105.0,0.9666666666666668
22286004,2018,12,95.0,0.8387096774193549
22286004,2019,1,99.0,0.5806451612903226
22286004,2019,2,97.0,0.5357142857142857
22286004,2019,3,111.0,0.7419354838709677
22286004,2019,4,94.0,0.7666666666666667
22286004,2019,5,94.0,0.935483870967742
22286004,2019,6,100.0,0.2333333333333333
22286004,2019,7,113.0,0.1290322580645161
22286004,2019,8,93.0,0.8064516129032258
22286004,2019,9,86.0,0.8666666666666667
22286004,2019,10,88.0,0.9032258064516128
22286004,2019,11,84.0,0.8333333333333334
22286004,2019,12,106.0,0.8387096774193549
22286004,2020,1,79.0,0.9032258064516128
22286004,2020,2,91.0,0.9655172413793104
22286004,2020,3,93.0,0.8064516129032258
22286004,2020,4,90.0,0.2
22286004,2020,5,92.0,0.9032258064516128
22286004,2020,6,90.0,0.97
22286004,2020,7,89.0,0.9
22286004,2020,8,105.0,0.48
22286004,2020,9,90.0,0.9
22286004,2020,10,97.0,0.74
22286004,2020,11,92.0,0.77
22286004,2020,12,99.0,0.84
22286004,2021,3,103.0,0.97
22286004,2021,4,108.0,1.0
22286004,2021,5,105.0,0.84
22286004,2021,1,92.0,0.94
22286004,2021,2,111.0,0.86
22387362,2018,1,100.0,0.0
22387362,2018,2,100.0,0.0
22387362,2018,3,93.0,0.9032258064516128
22387362,2018,4,95.0,0.7
22387362,2018,5,89.0,0.8387096774193549
22387362,2018,6,91.0,0.6
22387362,2018,7,91.0,0.7096774193548387
22387362,2018,8,94.0,0.7096774193548387
22387362,2018,9,93.0,0.4666666666666667
22387362,2018,10,92.0,0.5161290322580645
22387362,2018,11,101.0,0.0666666666666666
22387362,2018,12,90.0,0.064516129032258
22387362,2019,1,90.0,0.3548387096774194
22387362,2019,2,89.0,0.6071428571428571
22387362,2019,3,92.0,0.7741935483870968
22387362,2019,4,92.0,0.5666666666666667
22387362,2019,5,95.0,0.8387096774193549
22387362,2019,6,99.0,0.7333333333333333
22387362,2019,7,99.0,0.2903225806451613
22387362,2019,8,98.0,0.0
22387362,2019,9,99.0,0.1333333333333333
22387362,2019,10,96.0,0.0
22387362,2019,11,113.0,0.0
22387362,2019,12,128.0,0.5483870967741935
22387362,2020,1,92.0,0.4193548387096774
22387362,2020,2,99.0,0.6896551724137931
22387362,2020,3,94.0,0.1612903225806451
22387362,2020,4,103.0,0.1
22387362,2020,5,110.0,0.032258064516129
22387362,2020,6,97.0,0.47
22387362,2020,7,96.0,0.0
22387362,2020,8,96.0,0.0
22387362,2020,9,93.0,0.2
22387362,2020,10,96.0,0.1
22387362,2020,11,80.0,0.7
22387362,2020,12,82.0,0.35
22387362,2021,1,90.0,0.39
22387362,2021,2,87.0,0.61
22387362,2021,3,91.0,0.48
22387362,2021,4,91.0,0.03
22387362,2021,5,91.0,0.74
22389454,2018,1,125.0,0.0
22389454,2018,2,125.0,0.0
22389454,2018,3,106.0,0.935483870967742
22389454,2018,4,105.0,0.7
22389454,2018,5,92.0,0.7096774193548387
22389454,2018,6,98.0,0.7333333333333333
22389454,2018,7,96.0,0.7096774193548387
22389454,2018,8,95.0,0.6774193548387096
22389454,2018,9,96.0,0.6
22389454,2018,10,96.0,0.6451612903225806
22389454,2018,11,96.0,0.7333333333333333
22389454,2018,12,95.0,0.6451612903225806
22389454,2019,1,95.0,0.5483870967741935
22389454,2019,2,96.0,0.5357142857142857
22389454,2019,3,96.0,0.8387096774193549
22389454,2019,4,87.0,1.0
22389454,2019,5,98.0,0.7096774193548387
22389454,2019,6,103.0,0.7
22389454,2019,7,104.0,0.1935483870967742
22389454,2019,8,102.0,0.1612903225806451
22389454,2019,9,101.0,0.1333333333333333
22389454,2019,10,101.0,0.0
22389454,2019,11,105.0,0.0
22389454,2019,12,111.0,0.5483870967741935
22389454,2020,1,98.0,0.3870967741935484
22389454,2020,2,108.0,0.7931034482758621
22389454,2020,3,103.0,0.3870967741935484
22389454,2020,4,104.0,0.9
22389454,2020,5,113.0,0.0967741935483871
22389454,2020,6,105.0,0.13
22389454,2020,7,120.0,0.06
22389454,2020,8,120.0,0.03
22389454,2020,9,95.0,0.47
22389454,2020,10,93.0,0.19
22389454,2020,11,90.0,0.8
22389454,2020,12,91.0,0.32
22389454,2021,1,100.0,0.35
22389454,2021,2,100.0,0.68
22389454,2021,3,100.0,0.58
22389454,2021,4,107.0,0.07
22389454,2021,5,101.0,0.77
